agent_id,agent_type,hyperparams,num_episodes (train),avg return train,stdev return train,execution time (sec) train,VRAM usage (GB) train,Energy usage (J) train,p_val_cuml_return_train_>,W-statistic_cuml,num_episodes (eval),avg return eval,stdev return eval,execution time (sec) eval,VRAM usage (GB) eval,Energy usage (J) eval,p_val_return_eval_>,W-statistic_return_eval
random,random,{},200.0,23.84,13.59,6.859,-0.001,9.994,0.5,0.0,10.0,18.2,11.4,0.003,0.0,0.0,0.5,0.0
gpsarsa_agent_1,gpsarsa_agent,"{'gp_model_str': 'exact_gp', 'discount_factor': 0.99, 'batch_size': 32, 'replay_buffer_size': 64, 'exploring_starts': 1000, 'max_dataset_size': 2000, 'kernel_type': 'rbf', 'sparsification_threshold': None, 'strategy': 'upper_confidence_bound'}",200.0,27.26,20.832,44.97,15.14,3146.271,0.0,12.438,10.0,24.5,11.844,1.91,0.0,152.79,0.128,1.134
